54;Alighieri D.;La Divina Commedia Purgatorio;;
55;Alighieri D.;La Divina Commedia Paradiso;;
56;Compagni D.;Cronica;;
57;Carducci G.;Prose scelte;;
58;Carducci G.;Poesie (1850-1900);;
59;Petrarca F.;Il Canzoniere;;
60;Petrarca F.;I trionfi;;
61;Angiolieri C.;Rime;;
62;Marco Polo;Il Milione;;
63;Martello P.J.;Scritti critici e satirici;;
64;Algarotti F.;Saggi;;
65;Salimbene de Adam;Cronica, vol.I;;
66;Salimbene de Adam;Cronica, vol.II;;
67;Tommaseo N.;Memorie poetiche;;
68;Varanini (a cura di);Cantari religiosi senesi del Trecento;;
69;Sarpi P.;La Repubblica di Venezia- La casa d’Austria e gli Uscocchi;;
70;Testi F.;Lettere, vol.I;;
71;Testi F.;Lettere, vol.II;;
72;Testi F.;Lettere, vol.III;;
73;Carrer L.;Scritti critici;;
74;Magalotti L.;Relazioni di viaggio;;
75;Gelli G.B.;Dialoghi;;
76;Verri A.;Le notti romane;;
77;Cantimori- De Felice;Giacobini italiani, vol.II;;
78;Tasso T.;Discorsi sull’arte poetica e del poema eroico;;
79;Alberti L.B.;Opere volgari, vol.II;;
80;Conti A.;Versioni poetiche;;
81;Aretino P.;Sei giornate;;
82;Correggio N.;Opere;;
83;Machiavelli N.;Legazioni. Commissarie. Scritti di governo;;
84;Machiavelli N.;Legazioni. Commissarie. Scritti di governo;;
85;Machiavelli N.;Legazioni. Commissarie. Scritti di governo;;
86;Machiavelli N.;Legazioni. Commissarie. Scritti di governo;;
87;Vettori F.;Scritti storici e politici;;
88;Gravina G.;Scritti critici e  teorici;;
89;Castelvetro;Poetica di Aristotele, vol.I;;
90;Castelvetro;Poetica di Aristotele, vol.II;;
91;Tassoni;Lettere, vol.I;;
92;Tassoni;Lettere, vol.II;;
93;Sercambi G.;Novelle, vol.I;;
94;Sercambi G.;Novelle, vol.II;;
95;Martello P. J.;Teatro, vol.I;;
96;Martello P. J.;Teatro, vol.II;;
97;Martello P. J.;Teatro, vol.III;;
98;Basile;Lo cunto de li cunti- Lettere- Le muse napoletane;;
99;Marino G.;Adone, vol.I;;
100;Marino G.;Adone, vol.II;;
101;Alberti L. B.;Opere volgari, vol.III;;
102;Weinberg B. (a cura);Trattati di poetica e retorica dal ‘500, vol.I;;
103;Weinberg B. (a cura);Trattati di poetica e retorica dal ‘500, vol.II;;
104;Weinberg B. (a cura);Trattati di poetica e retorica dal ‘500, vol.III;;
105;Weinberg B. (a cura);Trattati di poetica e retorica dal ‘500, vol.IV;;
106;Poerio A.;Poesie;;
107;Visconti E.;Saggi sul bello, sulla poesia e sullo stile;;
108;Colonna V.;Rime;;
109;Jacopone da Todi;Laude;;
110;Benco S.;Scritti di critica;;
111;Benco S.;Scritti di critica;;
112;Benco S.;Scritti di critica;;
113;Valgimigli M.;Poeti e filosofi di Grecia, vol.I;;
114;Valgimigli M.;Poeti e filosofi di Grecia, vol.II;;
115;Zeppi S.;Studi su Machiavelli;;
116;Zeppi S.;Studi su Machiavelli;;
117;Zeppi S.;Studi su Machiavelli;;
118;Bartoli D.;La Cina;;
119;Salinbene;La cronaca;;
120;Vico G.B.;Opere;;
121;Alighieri D.;De vulgari eloquentia;;
122;Settembrini L.;Opuscoli politici e inediti;;
123;Manzoni A.;I promessi sposi;;
124;Cecchi- Sapegno;Storia della letteratura italiana, vol.I;;
125;Cecchi- Sapegno;Storia della letteratura italiana, vol.II;;
126;Cecchi- Sapegno;Storia della letteratura italiana, vol.III;;
127;Cecchi- Sapegno;Storia della letteratura italiana, vol.IV;;
128;Cecchi- Sapegno;Storia della letteratura italiana, vol.V;;
129;Cecchi- Sapegno;Storia della letteratura italiana, vol.VI;;
130;Cecchi- Sapegno;Storia della letteratura italiana, vol.VII;;
131;Cecchi- Sapegno;Storia della letteratura italiana, vol.VIII;;
132;Cecchi- Sapegno;Storia della letteratura italiana, vol.IX;;
133;Enciclopedia  Monografica A-Z    Civiltà nell’arte;;;
134;Enciclopedia  Monografica A-Z    Gli stati e le civiltà;;;
135;Enciclopedia  Monografica A-Z    Ricerca e scienza;;;
136;Enciclopedia  Monografica A-Z    Le leggi della vita;;;
137;Enciclopedia  Monografica A-Z    L’uomo e la tecnica;;;
138;Enciclopedia  Monografica A-Z    La terra in cui viviamo;;;
139;Enciclopedia  Monografica A-Z    Le leggi della vita;;;
140;Enciclopedia  Monografica A-Z    Il gioco e lo sport;;;
141;Enciclopedia  Monografica A-Z    Libri nel tempo;;;
142;Carducci G.;Odi barbare;;
143;Carducci G.;Rime e ritmi;;
144;Carducci G.;Rime nuove;;
145;Galilei G.;Opere, vol.I;;
146;Galilei G.;Opere, vol.II;;
147;Galilei G.;Opere, vol.III;;
148;Galilei G.;Opere, vol.IV;;
149;Galilei G.;Opere, vol.V;;
150;Galilei G.;Dialogo dei massimi sistemi, vol.I;;
151;Galilei G.;Dialogo dei massimi sistemi, vol.II;;
152;Galilei G.;Dialogo dei massimi sistemi, vol.I;;
153;Galilei G.;Dialogo dei massimi sistemi, vol.II;;
154;Bettinelli S.;Lettere virgiliane- Lettere inglesi e mia vita letteraria;;
155;Bruno G.;Candelaio;;
156;Della Valle F.;Iudit;;
157;Petrarca F.;Sine nomine;;
158;Caro A.;Commedia degli straccioni;;
159;Colombo C.;Giornale di bordo;;
160;Tasso T.;La Gerusalemme liberata;;
161;Tasso T.;Lettere da Sant’Anna;;
162;Vico G.B.;Autobiografia r Risposta al “Giornale de’ letterati d’Italia”;;
163;Vico G.B.;Tutte le opere, vol.I;;
164;D’Azeglio M.;I miei ricordi;;
165;Machiavelli N.;Arte della guerra;;
166;Machiavelli N.;Il Principe;;
167;Goldoni C.;Tutte le opere, vol.I;;
168;Goldoni C.;Tutte le opere, vol.II;;
169;Goldoni C.;Tutte le opere, vol.III;;
170;Goldoni C.;Tutte le opere, vol.IV;;
171;Goldoni C.;Tutte le opere, vol.V;;
172;Goldoni C.;Tutte le opere, vol.VI;;
173;Goldoni C.;Tutte le opere, vol.VII;;
174;Goldoni C.;Tutte le opere, vol.VIII;;
175;Goldoni C.;Il ventaglio;;
176;Goldoni C.;La  bottega del caffè;;
177;Goldoni C.;La locandiera;;
178;Goldoni C.;La locandiera;;
179;Goldoni C.;La locandiera;;
180;Parini G.;Il giorno;;
181;Parini G;Odi;;
182;Carducci G.;Prose (1859-1903);;
183;Pascoli G.;Odi e inni;;
184;Pascoli G.;Poemi conviviali;;
185;Pascoli G.;Myricae;;
186;Pascoli G.;Primi poemetti;;
187;Pascoli G.;Canti di Castelvecchio;;
188;Pascoli G.;Carmina;;
189;Muscetta- Ponchiroli;Poesia del ‘400 e del ‘500;;
190;Petrarca F.;Canzoniere, trionfi, rime varie;;
191;Muscetta- Rivalta;Poesia del ‘200 e del’300;;
192;Bo C.;Io Papini;;
193;Alfieri V.;Teatro scelto;;
194;Alfieri V.;Vita;;
195;Alfieri V.;L’Oreste;;
196;Alfieri V.;Bruto secondo;;
197;Alfieri V.;Tutte le opere;;
198;Alfieri V.;Tutte le tragedie;;
199;Alfieri V.;Rime;;
200;Mazzini G.;Dei doveri dell’uomo;;
201;Manzoni A.;I promessi sposi;;
202;Manzoni A.;Tragedie;;
203;Manzoni A.;Liriche-La tragedia “Adelchi”;;
204;Manzoni A.;Liriche, tragedie e prose;;
205;Manzoni A.;Fermo e Lucia;;
206;Manzoni A.;Fermo e Lucia;;
207;Manzoni A.;I promessi sposi;;
208;AA.VV.;Il veltro;;
209;Leopardi G.;Tutte le opere, vol.I;;
210;Leopardi G.;Tutte le opere, vol.II;;
211;Leopardi G.;Le poesie e le prose, vol.I;;
212;Leopardi G.;Le poesie e le prose, vol.II;;
213;Leopardi G.;Lo Zibaldone, vol.I;;
214;Leopardi G.;Lo Zibaldone, vol.II;;
215;Leopardi G.;Le operette morali;;
216;Leopardi G.;I canti;;
217;Grossi T.;Marco Visconti;;
218;Beccaria C.;Dei delitti e delle pene;;
219;Pellico S.;Le mie prigioni;;
220;Foscolo U.;Tutte le poesie;;
221;Foscolo U.;Ultime lettere di Jacopo Ortis;;
222;Porta C.;Le poesie, vol.I;;
223;Porta C.;Le poesie, vol.II;;
224;Abba G.;Da Quarto al Volturno;;
225;Tommaseo N.;Racconti storici;;
226;Nievo I.;Scritti politici e storici;;
227;Giusti  G..;Poesie e prose;;
228;Ferrari S.;Tutte le poesie;;
229;Settembrini L.;Ricordanze della mia vita;;
230;Alighieri D.;Opere;;
231;AA.VV.;Il teatro italiano: il libretto del melodramma dell’800, vol.V, Tomo I;;
232;AA.VV.;Il teatro italiano: il libretto del melodramma dell’800, vol.V, Tomo II;;
233;AA.VV.;Il teatro italiano: il libretto del melodramma dell’800, vol.V, Tomo III;;
234;AA.VV.;Il teatro italiano: La commedia del 500, vol.II, Tomo II;;
235;AA.VV.;Il teatro italiano: La commedia del 500, vol.II, Tomo III;;
236;AA.VV.;Il teatro italiano: La tragedia del ‘700, vol.IV, Tomo I;;
237;AA.VV.;Il teatro italiano: La tragedia del ‘700, vol.IV, Tomo II;;
238;AA.VV.;Il teatro italiano: La tragedia del ‘700, vol.IV, Tomo II;;
239;Manzoni A.;I Promessi Sposi (a cura di Nardi);;
240;Manzoni A.;I Promessi Sposi (a cura di Nardi);;
241;Saba U.;Il Canzoniere, vol.I;;
242;Saba U.;Il Canzoniere, vol.II;;
243;Saba U.;Il Canzoniere, vol.III;;
244;Alighieri D.;La divina commedia;;
245;Manzoni A.;Adelchi;;
246;Goldoni C.;Le baruffe chiozzotte;;
247;Leopardi G.;La strage delle illusioni;;
248;AA.VV.;Ludovico Ariosto: il tempo e l’opera;;
249;De Amicis E.;Opere scelte;;
250;Abate C.;Terre di andata;;
251;Tentori F.;Migrazioni;;
252;AA.VV.;Poeti italiani del ‘900;;
253;AA.VV.;Le notti chiare erano tutte un’alba;;
254;Montale E.;Tutte le poesie;;
255;Manzoni A.;I Promessi Sposi;;
256;Manzoni A.;I Promessi Sposi;;
257;Nievo I.;Le confessioni di un italiano;;
258;Nievo I.;Le confessioni di un italiano;;
259;Selva Antonutti;Se noi come vetro;;
260;Selva Antonutti;Se noi come vetro;;
261;Tozzi F.;Giovani e altre novelle;;
262;Fucini R.;Le veglie di Neri;;
263;Corazzini S.;Poesie;;
264;Gioanola E.;Poesia italiana del Novecento;;
265;Spampinato G.;La città- Collana “di cosa parlano i poeti”;;
266;Spampinato G.;La città- Collana “di cosa parlano i poeti”;;
267;Giovannetti P.;Rebora –Collana “Di Cosa Parlano I Poeti”;;
268;Giovannetti P.;Rebora –Collana “Di Cosa Parlano I Poeti”;;
269;Fiori U.;Sbarbaro –Collana “Di Cosa Parlano I Poeti”;;
270;Fiori U.;Sbarbaro –Collana “Di Cosa Parlano I Poeti”;;
271;Depaoli M.;Rap- Collana “Musica e parole”;;
272;Depaoli M.;Rap- Collana “Musica e parole”;;
273;Falcetto B.;Caproni- Collana “Di cosa parlano i poeti”;;
274;Falcetto  B.;Caproni- Collana “Di cosa parlano i poeti”;;
275;D’annunzio G.;La Leda Senza Cigno (1913);;
276;D’annunzio G.;Il Libro Ascetico Della Giovane Italia;;
277;D’annunzio G.;Il Compagno Dagli Occhi Senza Cigli (1928);;
278;D’annunzio G.;Fedra;;
279;D’annunzio G.;L’orto E La Prora;;
280;D’annunzio G.;La Fiaccola Sotto Il Moggio (1905);;
281;D’annunzio G.;L’innocente (1892);;
282;D’annunzio G.;Notturno (1916);;
283;D’annunzio G.;I Sogni Delle Stagioni;;
284;D’annunzio G.;La Gioconda (1898);;
285;D’annunzio G.;Piu’ Che  L’amore;;
286;D’annunzio G.; Il Sudore Di Sangue (1919);;
287;D’annunzio G.;Elettra (1904);;
288;D’annunzio G.; Merope (1911/1912);;
289;D’annunzio G.;Il Verso E’ Tutto: L’isotteo. La Chimera;;
290;D’annunzio G.;Femmine E Muse;;
291;D’annunzio G.;La Gloria;;
292;D’annunzio G.;L’urna Inesausta;;
293;D’annunzio G.;La Citta’ Morta;;
294;D’annunzio G.;La Vita Di Cola Di Rienzo (1905);;
295;D’annunzio G.;Il Libro Di Maia Re Il Libro Di Elettra;;
296;D’annunzio G.;L’alcione;;
297;Pellico S.;Le Mie Prigioni;;
298;Vico Gianbattista;Autobiografia;;
299;Manzoni A.;I Promessi Sposi;;
300;Cucchi M.;110 Poesie Per Sopravvivere;;
301;Aa.Vv.;Letterature Di Frontiera;;
302;Aa.Vv.;Almanacco Del Ramo D’oro- Quadrimestrale Di Poesia E Cultura;;
303;Marin B.;La Pace Lontana – Diari 1941-1950;;
304;Leghissa A.;Elegie Del Ritorno (1970- 2000);;
305;Barole Abdu H.;Seppellite La Mia Pelle In Africa;;
306;Barole Abdu H.;Seppellite La Mia Pelle In Africa;;
307;Petrarca;Canzoniere;;
308;Montale E.;Poesie;;
309;Verga G.;Vita Dei Campi E Altre Novelle;;
310;Alfieri V.;Saul;;
311;Pirandello L.;Maschere Nude  (Voll. I- II);;
312;Saba U.;Il Canzoniere (Volumi I-II-III);;
313;Foscolo U.;LE ULTIME LETTERE DI JACOPO ORTIS;;
314;PETRARCA;CANZONIERRE;;
315;D'ANNUNZIO;IL PIACERE;;
316;Pirandello L.;COSì è SE VI PARE;;
317;Pirandello L.; 6 PERSONAGGI IN CERCA DI AUTORE - ENRICO IV;;
318;Pirandello L.;Maschere Nude  (Voll. I- II);;
319;CALVINO;I RACCONTI I II;;
320;ALBERTO MORAVIA;IL DISPREZZO ;;
321;PAVESE;DIALOGHI CON LEUCò;;
322;DANTE;INFERNO;;
323;DANTE;INFERNO;;
324;DANTE;INFERNO;;
325;DANTE;PURGATORIO;;
326;;;;
327;;;;
328; DANTE;PURGATORIO;;
329;;;;
330;;;;
331;;;;
332;;;;
333;;;;
334;Manzoni A.;POESIE E TRAGEDIE;;
335;Manzoni A.;OPERRE VARIE;;
336;DANTE;OPERE MINORI;;
337;Boccaccio G.;DECAMERON;;
338;DANTE;LA DIVINIA COMMEDIA I II;;
339;PULCI;IL MORGANTE;;
340;METASTASIO;OPERE;;
341;Mazzini G.;OPERE VOL I II;;
342;Goldoni C.;COMMEDIE;;
343;Manzoni A.;PROMESSI SPOSI;;
344;PARINI;OPERE;;
345;MONTI;OPERE SCELTE;;
346;Foscolo U.;OPERE;;
347;;;;
348;PETRARCA;RIME E TRIONFI;;
349;Pascoli G.;OPERE;;
350;Alfieri V.;OPER I II;;
351;SACCHERTTI;OPERE;;
352;TASSO;DIALOGHI APOLOGIA LETTERE;;
353;Machiavelli N.;OPERE I II;;
354;;;;
355;;;;
356;;;;
357;Ariosto L.;OPERE I II;;
358;Leopardi G.;OPERE I II III;;
359;Foscolo U.;ULTIME LETTERE DI JACOPO ORTIS;;
360;Pirandello L.;NOVELLE PER UN ANNO I II;;
361;Manzoni A.;PROMESSI SPOSI;;
362;Manzoni A.;PROMESSI SPOSI;;
363;AA. VV.;COMMEDIE DEL 500 I II;;
364;AA. VV.;NOVELLE DEL 400;;
365;Manzoni A.;I PROMESSI SPOSI;;
