89;Dwyer-Critchfield;Il Basic e il Personal Computer;;
90;Kittel e altri;La fisica di Berkeley - Meccanica   vol. I;;
91;Armellini G.;I fondamenti scientifici dell'astrofisica;;
92;Dell’Oro A.;La teoria fisica;;
93;;;;
94;Persico E.;Gli atomi e la loro energia;;
95;Valens E. ;L'attrazione universale - gravità e forma dello spazio;;
96;Fleury-Mathieu;Atomi, molecole, nuclei;;
97;Fleury-Mathieu;Atomi, molecole, nuclei;;
98;Fleury-Mathieu;Correnti variabili - Onde elettromagnetiche;;
99;Fleury-Mathieu;Elettrostatica - Corrente continua - Magnetismo;;
100;Fleury-Mathieu;Vibrazioni meccaniche - Acustica;;
101;Fleury-Mathieu;Calore, termodinamica, stati della materia;;
102;Fleury-Mathieu;Meccanica fisica;;
103;Fleury-Mathieu;Immagini ottiche;;
104;Fleury-Mathieu;Immagini ottiche;;
105;Fleury-Mathieu;La luce: emissione, assorbimento e propagazione;;
106;Fleury-Mathieu;La luce: emissione, assorbimento e propagazione;;
107;Russel B.;I principi della matematica;;
108;Polya G. ;La scoperta matematica   vol. I;;
109;Polya G.;La scoperta matematica   vol. II;;
110;;;;
111;;;;
112;;;;
113;Maccagni (a cura di);Antologia galileiana;;
114;AA.VV.;In memoria di Giuseppe Peano;;
115;Giorgi G.;Compendio di storia della matematica;;
116;Bohr-Niels;Teoria dell'atomo e conoscenza umana;;
117;AA.VV.;Manuale dell'aria compressa;;
118;Landau-Kitaigorodskij;La fisica per tutti;;
119;Infeld L.;Introduzione alla fisica moderna;;
120;Infeld L.;Introduzione alla fisica moderna;;
121;AA.VV.;Le sorgenti della scienza;;
122;AA.VV.;Conferenze di fisica    vol. Il;;
123;Rousseau P.;Storia dell'energia;;
124;Lombardo Radice L.. ;La matematica da Pitagora a Newton;;
125;Leccese G.;Elementi della teoria ingenua degli insiemi;;
126;Lombardo Radice L..;Istituzione di algebra astratta;;
127;Hecht S.;L'atomo;;
128;Asti;Il magnetismo;;
129;;;;
130;Stevens R.A.;Le attività scientifiche e x t r a s c o I a s t i c h e per i giovani;;
131;Coleman J.;La relatività è facile;;
132;Couderc P.;Le tappe dell'astronomia;;
133;Couderc P.;Le tappe dell'astronomia;;
134;Toulmin S.;Quanti e realtà;;
135;Heisenberg W. ;Natura e fisica moderna  ;;
136;Cook G;Gli elettroni;;
137;Kartsev V.;Superconduttori nella fisica e nella tecnica ;;
138;Heinsenberg W.;I principi fisici della teoria dei quanti;;
139;Fermi E.;Particelle elementari;;
140;Fermi E.;Particelle elementari;;
141;Monk J.;Introduzione alla teoria degli insiemi;;
142;Dabini G.;Introduzione alla termodinamica;;
143;;;;
144;Pauli W.;Teoria della relatività;;
145;Reif F.;Fisica statistica ;;
146;Wichmann E. V.;Fisica quantistica;;
147;Crawford F.;La fisica di Berkeley- Onde e oscillazioni;;
148;Purcell E.;La fisica di Berkeley- Elettricità e magnetism vol.I;;
149;Purcell E.;La fisica di Berkeley- Elettricità e magnetismo vol.II;;
150;Kittel e altri;La fisica di Berkeley Meccanica vol I;;
151;Goldstein H.;Meccanica classica;;
152;Zemansky M.;Calore e termodinamica;;
153;Alberigi Quaranta e Rispoli;Elettronica;;
154;AA.VV.;Atti della I riunione;;
155;Chahoud J.;Esercizi di meccannica quantistica;;
156;Dirac P.;Principi della meccanica quantistica ;;
157;Einstein-lnfeld;L'evoluzione della fisica;;
158;Leprince-Ringuet;I raggi cosmici;;
159;Wiener N.;Introduzione alla cibernetica;;
160;S e g r è E.;Nuclei e particelle;;
161;Persico E.;Fondamenti della meccanica atomica;;
162;Zammarchi A.;Fisica dell'atomo;;
163;Mennella C.;L'energia atomica al servizio dell'umanità vol.I;;
164;Mennella C.;L'energia atomica al servizio dell'umanità vol.II;;
165;Mennella C.;L'energia atomica al servizio dell'umanità vol.III;;
166;Checcucci e altri;Lezioni di topologia generale;;
167;Costa E.;Introduzione alla televisione;;
168;Jeans J.;II cammino della scienza;;
169;de Broglie L.;Onde, corpuscoli, meccanica ondulatoria ;;
170;Da Costa A.;Introduzione alla fisica moderna;;
171;Bolzano B.;I paradossi dell'infinito;;
172;Brown S.;II conte Rumford;;
173;Boys C.;Le bolle di sapone;;
174;Bondi H .;La relatività e il senso comune;;
175;Benade A.;I tubi sonori;;
176;Benade A.;Le corde vibranti, l'erecchio, la musica;;
177;;;;
178;;;;
179;Da Costa Andrade;Rutherfrd: Come si scoprì la natura dell'atomo;;
180;Da Costa Andrade;Isaac Newton;;
181;Wilson-Lattauer ;Acceleratori di particelle;;
182;;;;
183;Bergeij e altri;L'universo dei suoni;;
184;Stewart A.;Il moto perpetuo;;
185;Shapiro A.;Profili veloci;;
186;Sciama D.;La relatività generale;;
187;;;;
188;P i e r c e J .;Onde e messaggi;;
189;P i e r c e J .;Elettronica quantica;;
190;P i e r c e J .;Elettronica quantica;;
191;Newhal I B .;L'immaginee latente;;
192;M o o r e A .;L'elettricità statica;;
193;Macdonald D.;Verso lo zero assoluto;;
194;Koch W.;Onde sonore e onde luminose;;
195;Griffin D .;Guidandosi con l'eco;;
196;Gamow G .;Trent'anni che sconvolsero la fisica;;
197;Fink G.;Mente umana e cervelli elettronici;;
198;Fink G.;Le macchine calcolatrici;;
199;;;;
200;Truè W.;Il tesoro della scienza   vol. I;;
201;Truè W.;Il tesoro della scienza   vol. Il;;
202;Ageno M .;Elementi di fisica;;
203;Philips (a cura di);Transistor;;
204;Philips (a cura di);Diodi e transistor per radio e TV;;
205;PSSC;P h y s i c s;;
206;Daumas M. ( a cura di);Storia della scienza dale origini ai giorni nostri vol.I;;
207;Daumas M. ( a cura di);Storia della scienza dale origini ai giorni nostri vol.II;;
208;Bernal J.;Storia della scienza;;
209;Klemm F .;Storia della tecnica;;
210;Storig H .;Breve storia della scienza   voi. I;;
211;Storig H .;Breve storia della scienza   voi. Il;;
212;P a p p D .;I due volti del mondo fisico;;
213;P a p p D .;I due volti del mondo fisico;;
214;C e c c a r e ll i;Una betulla per la Pio;;
215;Ronchi V.;Il cannocchiale di Galileo eia scienza del’600;;
216;;;;
217;Calder N .;L'universo di Einstein;;
218;Sella A.;Esercizi pratici di fisica;;
219;Kazarinoff N;Disuguaglianze geometriche;;
220;Ananoff A.;L'astronautica;;
221;Enriques-De;    Compendio di storia del pensiero scientifico;;
222;B o n d i H .;Miti e ipotesi della teoria fisica;;
223;V a I e n s  E .;L'attrazione universale - Gravità e forma dello spazio;;
224;;;;
225;Vianello G.;Esercizi e temi d’esame di meccanica;;
226;Vianello G.;Meccanica;;
227;Olivieri G.;Fisica sperimentale vol. I;;
228;Olivieri G.;Fisica sperimentale vol. II;;
229;Gannarelli-Giannelli;Scienza e scienziati;;
230;Selvaggi F.;Orientamento della fisica;;
231;Kahan M a g n a n;L'energia atomica e le sue applicazioni;;
232;Abetti G.;Astronomia e astrofisica;;
233;Palatini-Faggioli;Elementi di geometria   vol. I;;
234;Zerilli-Marino; Televisione:  Inutile parlare di diligenza in tempo  di Jazz e di supersonici;;
235;Resnick R.;Introduzione alla relatività ristretta;;
236;Cinti V.;Tecniche e civiltà;;
237;Harrison G.R.;Atomi in azione;;
238;Jeans J.;Attraverso lo spazio;;
239;Conant J.;Come comprendere la scienza;;
240;Simoni F.;Ottica e tecnologia ottica;;
241;Sartori S.;Le misure nella scienza, nella tecnica, nella società;;
242;Segré E.;E.Fermi, fisico;;
243;AA.VV.;Il moto, il trionfo della meccanica;;
244;AA.VV.;La luce e l'elettromagnetismo. I modelli dell'atomo;;
245;AA.VV.;Il nucleo;;
246;Ferretti B.;Le radici classiche della meccanica quantistica;;
247;Apostol T.;Calcolo - Analisi uno   vol. I;;
248;Apostol T.;Calcolo - Geometria   vol. Il;;
249;Apostol T.;Calcolo - Analisi due     voi. IlI;;
250;Letta G.;Teoria elementare della integrazione;;
251;Singer- Thorpe;Lezioni di topologia elementare e di geometria;;
252;Levi Civita -Amaldi;Lezioni di meccanica razionale;;
253;Levi Civita -Amaldi;Lezioni di meccanica razionale;;
254;Levi Civita -Amaldi;Lezioni di meccanica razionale;;
255;Avond- Bondino;Elementi di calcolo delle probabilità;;
256;Thom;Stabilità strutturale e morfogenesi;;
257;De Finetti;Teoria delle probabilità   vol. I;;
258;De Finetti;Teoria delle probabilità   vol. II;;
259;Frank- Kamezkij;Plasma, quarto stato della materia;;
260;C o d e g o n e - A r n e o d o   ;Le applicazioni industriali dell'energia atomi;;
261;Frajese A.;Galilei matematico;;
262;;;;
263;Frajese A.;Che cos'è il calcolo infinitesimale;;
264;Thom R.;Parabole e catastrofi;;
265;Albonetti A.;Energia nucleare e crisi energetica;;
266;Jauch J.;Sulla realtà dei quanti;;
267;Sitia (a cura di);La didattica della matematica;;
268;Sitia (a cura di);La didattica della matematica;;
269;Sitia (a cura di);La didattica della matematica;;
270;Costantini D.;Introduzione alla probabilità;;
271;Mac Lane-Birkhoff ;Algebra;;
272;Cortini G.;La relatività ristretta;;
273;Cortini G.;La relatività ristretta;;
274;B r i n i - V e n t u r a;Introduzione allo studio della fisica;;
275;AA.VV. ;Introduzione alla scienza fisica;;
276;D’Amore-Matteuzzi;Dal numero alla struttura. Storia della matematica moderna;;
277;Bonola R.;Geometria non euclidea. Storia del suo sviluppo;;
278;PSSC;Fisica   vol. I;;
279;PSSC;Fisica   vol. II;;
280;PSSC;Fisica   vol. III;;
281;AA.VV. ;Introduzione alla scienza fisica. Guida per gli insegnanti;;
282;Marion B.;La fisica e l’'universo fisico;;
283;Marion B.;La fisica e l’'universo fisico;;
284;Marion B.;La fisica e l’’universo fisico;;
285;Marion B.;La fisica e l’'universo fisico;;
386;Bondi H.;La relatività e il senso comune. Nuova introduzione alle idee di Einstein;;
287;Spiegel M.;Probabilità e statistica;;
288;Van de Velde C.  ;Fisica generale;;
289;Lipschutz S.;Calcolo delle probabilità;;
290;Scheid F.;Analisi numerica;;
291;Spiegel M.;Manuale di matematica;;
292;Spiegel M.;Statistica;;
293;Spiegel M.;Probabilità e statistica (760 esercizi risolti];;
294;Edminister J.;Circuiti elettrici;;
295;Ayres F.;Equazioni differenziali;;
296;Lipschutz-Poe  ;Programmare in Fortran (375 problemi risolti);;
297;Lipschutz-Poe  ;Calcolo delle probabilità -500 problemi risolti;;
298;AA.VV. ;Dizionario di informatica (inglese,italiano,tedesco);;
299;AA.VV. ;I problemi di matematica della Scuola Normale di Pisa;;
300;Argeri E.;Manuale di matematica applicata;;
301;Boyer C.;Storia della matematica;;
302;Fazio M.;Dizionario e manuale delle unità ddi misura;;
303;Taylor;Introduzione all'analisi degli errori. Lo studio delle incertezze nelle misure fisiche;;
304;F i n z i - P a s t o r i;Calcolo tensoriale e applicazioni;;
305;Hoffmann N.;Il manuale MS-DOS;;
306;Pais A.;"""Sottile-è il Signore. """;;
307;Bassani .Foà;Probllemi di fisica della Scuola Normale;;
308;Rubbia C.;Il dilemma nucleare ;;
309;Blum-Roller;Fisica   vol. Il: Elettricità, magnetismo, ottica;;
310;R e v e r c h o n - D u c a m p;Matematica su Personal Computer   vol. I: analisi;;
311;R e v e r c h o n - D u c a m p;Matematica su Personal Computer   vol. Il: algebra;;
312;Matuszek D.;Pascal veloce;;
313;Miller A.;Prgrammi scientifici in Pascal;;
314;Battelli- Moretti;Matematica e informatica in Pascal;;
315;Battelli- Moretti;Matematica e informatica in Pascal;;
316;D a v i d - D e s c h a m p s;Programmare in Pascal;;
317;Bowles K.;Soluzione di problemi in Pascal;;
318;J e n s e n - W i r t h;Pascal: manuale e standard del linguaggio;;
319;Trist;Programmi utili per IBM PC;;
320;Naiman A. ;Wordstar;;
321;Towsend C.;dBase III - programmazione e applicazioni;;
322;Poole L.;35 programmi di Basic per l'IBM PC: statistica, finanza, matematica, management, hobby ;;
323;Portis-Young;La fisica di Berkeley - Laboratorio;;
324;Marro G.;Controlli automatici;;
325;Levi Civita;Caratteristiche dei sistemi differenziali e propagazione ondosa    ;;
326;Prat Bastai - Quassiati;Fissione nucleare e fusione nucleare ;;
327;Rodotà C.;Un mondo agevole per comprendere l'informatica e per farne un uso corretto ;;
328;Codonesu - Panzeri;Matematica con Lotus 1, 2, 3,;;
329;Rinearson P.;Manuale di Word;;
330;Giambo A.;La matematica nella superiore quale aggiornamento ;;
331;Israel G.;Modelli matematici:  Introduzione elementare ai problemi della matematica applicata;;
332;Varga Tamas;Fondamenti di logica per  insegnanti;;
333;Sawyer W.W.;Come insegnare l'algebra astratta;;
334;Castelnuovo E.;Documenti di un'esposizione di matematica;;
335;C a s t e I n u o v o - B a r r a;Matematica nella realtà;;
336;Campisi F.;La matematica in laboratorio;;
337;Mood e altri;Introduzione alla statistica;;
338;Christofer Ken e altri;MS.DOS 4.0;;
339;  Brownstein M.   ;Come usare Microsoft Word;;
340;Polya George;Metodi matematici per l'insegnamento delle scienze fisiche;;
341;AA.VV.;Le radici storiche delle matematiche elementari;;
342;Roller-Blum;Fisica   vol. I:   Meccaanica, onde, termodinamica;;
343;Enriques F.;Per la storia della logica: i principi e l'ordine della scienza nel concetto dei pensatori matematici;;
344;Enriques F.;Questioni riguardanti le matematiche elementari: parte I: critica dei principi;;
345;Enriques F.;Questioni riguardanti le matematiche elementari: parte II: Problemi classici della geometria e le equazioni algebriche;;
346;Enriques F.;La teoria della conoscenza scientifica da Kant a giorni nostri;;
347;Enriques F.;Problemi della scienza;;
348;;;;
349;;;;
350;AA.VV.;Informatica e informazione. Materiale per l'aggiornamento degli insegnanti di matematica e fisica;;
351;Lampariello Rosei  ;"La macchina di ""luce"" di sincrotrone";;
352;Viglietta;II risparmio dell'energia   - quaderno 1;;
353;B a r a c c a - B e s s o n;Introduzione storica al concetto di energia;;
354;Sgrignoli;L'energia elettrica: dalla produzione all'utenza;;
355;AA.VV.;Software didattico per personal computer;;
356;B e r t i n - V i t a I e;La luce pesante - C.Rubbia cronaca di un nobel;;
357;Hodges;Storia di un enigma: vita di Alan Turing;;
358;Kohn;Falsi profeti.  Inganni ed errori nella scienza;;
359;Fang Li Zhi-Chu Yao Quan;Verso l'unificazione: Da Galileo e Newton a Einstein e oltre;;
360;Giusti E.;Analisi matematica   vol. I;;
361;Giusti E.;Analisi matematica   vol. II;;
362;T h o m a s - F i n n e y;Analisi matematica;;
363;Viglietta;II risparmio dell'energia  ;;
364;Baracca-Besson;Introduzione storia al concetto di energia;;
365;Sgrignoli;L'energia elettrica: dalla produzione all'utenza;;
366;D e M i c h e I e - M a y e r;Introduzione al concetto fisico di energia;;
367;Di Paolo-Mayer;Energia e sviluppo economico;;
368;Boni;Modelli sperimentali sull'uso delle fonti rinnovabili;;
369;Falqui (a cura di);Antologia della prosa scientifica italiana del '600;;
370;D ' A m o r e - S p e r a n z a   ;Lo sviluppo storico della matematica;;
371;Arons;Guida all'insegnamento della fisica;;
372;Di Trocchio;Le bugie della scienza (Perchè e come gli scienziati imbrogliano);;
373;Enriques F.;La teoria della conoscenza scientifica da Kant ai;;
;;nostri giorni;;
374;Marazzini P.A.;Fisica: ipotesi, sperimentazioni, applicazioni;;
;;tecnologiche   vol. I;;
375;Miller H.;Fisica: materia, energia, ambiente;;
376;M o r r e s i - M i ll e r;Fisica perchè - con pagine verdi sul risparmio energetico;;
377;M a n a r a - P e r o tt i  ;Algebra lineare e geometria con derive;;
378;AA.W.;Esercitest (quesiti dei test di ammissione risolti e commentati);;
379;AA.W.;Esercitest 2: per i corsi di laurea di medicina e scienze;;
380;Stewart- Golubitsky;Terribili simmetrie. Dio è un geometra;;
381;Celletti- Perozzi;"Meccanica celeste ""Il valzer dei pianeti""";;
382;Faraday M.;Saggio storico di elettromagnetismo;;
383;Carnot S.;La potenza motrice del fuoco;;
384;Davies P.;I misteri del tempo. L'universo dopo Einstein;;
385;Gamow G.;Trent'anni che sconvolsero la fisica. La storia della teoria dei quanti;;
386;SISSA-ISAS;Meccanica quantistica;;
387;Casarsa;Osservazioni sull'insegnamento della geometria affine;;
388;Casarsa;Osservazioni sull'insegnamento della geometria affine;;
389;Montanari G.;Le trasformazioni geometriche elementari nel piano;;
390;Davis P.;Il mondo dei grandi numeri;;
391;Niven I;Numeri razionali e numeri irrazionali;;
392;Beckenbach-Bellman;Introduzione alle disuguaglianze;;
393;Beckenbach-Bellman;Introduzione alle disuguaglianze;;
394;Kazarinoff;Disuguaglianze geometriche;;
395;Bozzi P.;Fisica ingenua;;
396;Wynn- Wiggins;Le cinque più grandi idee della scienza;;
397;Barro w John D.;L'universo come opera d'arte;;
398;Pierce J;Elettronica quantica;;
399;Newton John;Scritti di ottica;;
400;AA.VV.;Conoscere Fermi nel centenario della nascita 29 settembre 1901-2001;;
401;AA.VV.;Conoscere Fermi nel centenario della nascita. 29 settembre 1901-2001;;
402;Colombo Giuseppe;Manuale dell'Ingegnere civile e industriale.;;
403;Bessiere Gustavo;Il calcolo differenziale ed integrale reso facile ed attraente.;;
404;Muhammad Abdus Salam;Notes on science technology and science education in the development of the south;;
405;Donati S.;Fisica per gli istituti superiori.;;
406;Bernardini Carlo;La fisica nella cultura del Novecento;;
407;Boncinelli E.- Bottazzini U.;La serva padrona -Fascino e potere della matematica-;;
408;Casti John. L.;I cinque di Cambridge ;;
409;Dawson John W.jr;Dilemmi logici-La vita e l'opera di Kurt Godel-;;
410;Guillen Michael;Le cinque equazioni che hanno cambiato il mondo;;
411;Lolli Gabriele;Il riso di Talete -Matematica e umorismo-;;
412;Osserman Robert;Poesia dell'Universo-- L'esplorazione matematica del cosmo-;;
413;Russo Lucio;La rivoluzione dimenticata -Il pensiero scientifico greco e la scienza moderna-;;
414;Dolcher Mario;Analisi matematica- fase. 1-Nozioni sugl'insiemi;;
415;Dolcher Mario;"Analisi matematica- fase. 2-Calcolo combinatorio; probabilità";;
416;Dolcher Mario;Analisi matematica- fase. 3-Numeri reali;;
417;Dolcher Mario;"Analisi matematica- fase. 4-Funzioni (Nozioni generali; funzioni continue; limiti; funzione esponenziale)";;
418;Dolcher Mario;Analisi matematica- fase. 5-Calcolo differenziale;;
419;Dolcher Mario;"Analisi matematica- fase. 6-Polinomi; Numeri complessi";;
420;Dolcher Mario;Analisi matematica- fasc. 7- Serie a termini reali;;
421;Piskunov Nikolaj S.;Calcolo differenziale e integrale ( Volumi I e II);;
422;Parzen Emanuel;La moderna teoria delle probabilità e le sue applicazioni;;
423;Tonti Enzo;Come risolvere gli esercizi di MECCANICA RAZIONALE;;
424;Isler R.-Titroni G.;Esercizi di analisi matematica I;;
425;Millman J.- Halkias Ch. C. ;Microelettronica;;
426;Lipschutz S.-Poe A.;Programmare in FORTRAN (con una introduzione al Fortran strutturato);;
427;Gottfried Byron S.;Programmare in BASIC;;
428;Dolcher Mario;Algebra lineare;;
429;Odifreddi Piergiorgio;La Matematica del Novecento- Dagli insiemi alla complessità.;;
430;Baruk Stella;Dizionario di Matematica elementare;;
431;Kostro Ludwik;Einstein e l'etere-Relatività e teoria del campo unificato;;
432;Nolli, Robutti;Nuova Smaturanda-Preparazione alle prove di MATEMATICA nell'Esame di Stato;;
433;Nasar Sylvia;Il genio dei numeri- Storia di John Nash, Matematico e folle;;
434;Hersh Reuben;Cos’è davvero la matematica;;
435;Peter J. Nolan;Fondamenti di fisica: meccanica, onde, termodinamica, elettromagnetismo, ottica;;
436;Halliday Resnick Walker;Fondamenti di fisica: meccanica;;
437;Halliday Resnick Walker;Fondamenti di fisica: fisica moderna;;
438;Halliday Resnick Walker;Fondamenti di fisica: elettromagnetismo;;
439;Halliday Resnick Walker;Onde;;
440;Paolo Zellini;Breve storia dell'infinito;;
441;Ferdinanda Cremascoli e Mara Gualdoni;La lavagna elettronica;;
442;Simon Singh;Codici & segreti;;
443;Simon Singh;L'ultimo teorema di Fermat;;
444;Apostolos Doxianis;Zio Petros e la congettura di Godbach;;
445;Apostolos Doxianis;Zio Petros e la congettura di Godbach;;
446;Apostolos Doxianis;Zio Petros e la congettura di Godbach;;
447;Apostolos Doxianis;Zio Petros e la congettura di Godbach;;
448;Apostolos Doxianis;Zio Petros e la congettura di Godbach;;
449;Apostolos Doxianis;Zio Petros e la congettura di Godbach;;
450;Edwin A. Abbott;Flatlandia;;
451;Edwin A. Abbott;Flatlandia;;
452;Edwin A. Abbott;Flatlandia;;
453;Edwin A. Abbott;Flatlandia;;
454;Edwin A. Abbott;Flatlandia;;
455;Edwin A. Abbott;Flatlandia;;
456;Mario Livio;La sezione aurea;;
457;Denis  Guedj;Il teorema del pappagallo;;
458;Denis  Guedj;Il teorema del pappagallo;;
459;Denis  Guedj;Il teorema del pappagallo;;
460;Martin Gardner;Enigmi e giochi matematica;;
461;Martin Gardner;Enigmi e giochi matematica;;
462;Martin Gardner;Enigmi e giochi matematica;;
463;Martin Gardner;Enigmi e giochi matematica;;
464;Martin Gardner;Enigmi e giochi matematica;;
465;Martin Gardner;Enigmi e giochi matematica;;
466;Martin Gardner;La visione matematica della realtà;;
467;A. Carotti, F. Patania;Un'introduzione all'energia per il XXI secolo;;
468;B. D'Amore e S. Sbaragli;La didattica della matematica in aula;;
469;Michael Brooks;L'astrologo quantistico;;
470;Lucio Russo;Stelle, atomi e velieri;;
471;James Kakalios;La fisica dei supereroi;;
472;Sinan Ozdemir;Data science;;
473;Carlo Rovelli;Helgoland;;
474;Carlo Rovelli;7 brevi lezioni di fisica;;
475;Stefano Quintarelli;Intelligenza artificiale;;
476;Roberto Marmo;Algoritmi per l'intelligenza artificiale;;
477;Carlo Rovelli;L'ordine del tempo;;
478;Ian Stewart;Le 17 equazioni che hanno cambiato il mondo;;
479;Morris Kline;Storia del pensiero matematico: Vol. 1 Dall'antichità al Settecento;;
480;Morris Kline;Storia del pensiero matematico: Vol. 2 Dal Settecento a oggi;;
481;John D. Barrow;Perché il mondo è matematico?;;
482;S. Raschka e V. Mirjalili;Machine learning con Python;;
483;Carl B. Boyer;Storia della matematica;;
484;Gabriella Greison;Guida quantistica per anti-conformisti;;
485;Gabriele Lolli;Da Euclide a Gödel;;
