128;AA.VV.;Enciclopedia Monografica del Friuli –V. Giulia, vol.II-1;;
129;AA.VV.;Enciclopedia Monografica del Friuli –V. Giulia, vol.II-2;;
130;AA.VV.;Enciclopedia Monografica del Friuli –V. Giulia, vol.III-1;;
131;AA.VV.;Enciclopedia Monografica del Friuli –V. Giulia, vol.III-2;;
132;AA.VV.;Enciclopedia Monografica del Friuli –V. Giulia, vol.III-3;;
133;AA.VV.;Enciclopedia Monografica del Friuli –V. Giulia, vol.III-4;;
134;Rizzi A.;Capolavori d’arte in Friuli;;
135;AA.VV.;Una cultura da salvare;;
136;Rizzi A.;Lineamenti di storia dell’arte in Friuli;;
137;Stefani;Il problema dell’Adriatico nelle guerre del Risorgimento;;
138;Apih;Trieste (Storia delle città d’Italia);;
139;AA.VV.;Scuola e cultura: Friuli e Venezia Giulia;;
140;AA.VV.;Scuola e cultura: Friuli e Venezia Giulia;;
141;AA.VV.;Pramosio (Paluzza-UD);;
142;Figelli;Guida di Aquileia;;
143;Mirabella- Roberti;La cattedrale di San Giusto e il Colle Capitolino;;
144;Goi P.;La pittura a Porcia dal 200 al 900;;
145;Fabiani;Il Castello di Miramare;;
146;Fasolato;Tullio Silvestri;;
147;AA.VV.;Boschi in pericolo;;
148;AA.VV.;Grandi alberi del Friuli –V. Giulia;;
149;AA.VV.;Un saluto da Grado;;
150;De Rosa;Libro di scorno - Libro d'onore;;
151;AA.VV.;Guida artistica del Friuli - V. Giulia;;
152;Maghet G.;El scuviarzimi furlan;;
153;Macor C.;Se’ l flun al m ur;;
154;Fabbroni A. M.;La mia geometria;;
155;AA.VV.;Ricordi di guerra (foto);;
156;Patat L.;L'industria tessile goriziana dalla seconda metà dell'800 agli anni 30;;
157;AA.VV.;Il Carso goriziano tra protostoria e storia – Tra Castellazzo e San Polo ;;
158;AA.VV.;Il Carso goriziano tra protostoria e storia - Guida didattica;;
159;AA.VV.;Il Carso goriziano tra protostoria e storia - Guida didattica;;
160;AA.VV.;Isonzo,dalla sorgente al mare;;
161;AA.VV.;Nate sotto una brutta stella le lavoratrici tessili del cotonificio di Piedimonte a Gorizia;;
162;Bertossi;Palmanova,fortezza d'Europa;;
163;Bertossi;Palmanova,fortezza d'Europa;;
164;Sarzana;Letteratura delle regioni d1 Italia :Friuli Venezia Giulia ;;
165;Menis G.C.;Storia del Friuli;;
166;AA.VV.;Piazza Unità d'Italia a Trieste;;
167;Firmiani F.;Arte neoclassica a Trieste;;
168;Zanier L.;Libers...di scugnì la (poesie 1960-1962);;
169;AA.VV.;La figura e l'opera di Dino Menichini;;
170;Tavano S.;Medioevo goriziano 1001-1500;;
171;Cervani G.;Momenti di storia e problemi di storiografia giuliana;;
172;AA.VV.;I cattolici isontini nel XX secolo: vol.II 1918-1934;;
173;AA.VV.;I cattolici isontini nel XX secolo: vol.III: il Goriziano fra guerra, resistenza e ripresa democratica (1940-1947);;
174;Santeusanio  ( a cura di);L'attività del partito cattolico popolare friulano negli ultimi venticinque anni (1894-1918);;
175;Pellegrino R;Tra lingua e letteratura:per una storia degli usi scritti del friulano;;
176;Sanna S.;Le calamità naturali nei bacini montani del F.V.G.;;
177;AA.VV.;L'avicunicoltura del Friuli Venezia Giulia;;
178;AA.VV.;Popoli e culture in Istria : interazioni e scambi-atti del convegno di Muggia;;
179;AA.VV.;Da Oherso al Carso-itinerari nei luoghi, nella storia e nelle culture;;
180;AA.VV.;II biologo marino in cucina ;;
181;Bergamini - Tavano;Storia dell'arte nel Friuli Venezia Giulia;;
182;Davis J.;Carso:riscatto dalla povertà;;
183;Radole G.;Folclore istriano;;
184;Depretis A.;"Monfalcone ""parvula sed mea""";;
185;AA.VV.;I musei e le raccolte civiche per la storia di Trieste;;
186;Colleoni A.;Monfalcone,storia e leggenda;;
187;AA.VV.;Arriva la madre,i figli partono;;
188;R.A.F.V.G.;Guida ai luoghi sacri del Friuli Venezia Giulia;;
189;R.A.F.V.G.;Guida ai luoghi sacri del Friuli Venezia Giulia;;
190;AA.VV.;Cantiere di vetro- Monfalcone 1920-1940;;
191;AA.VV.;Monfalcone ieri-La città attraverso la storia, la forma urbana e l'architettura;;
192;AA.VV.;Monfalcone ieri-La città attraverso la storia, la forma urbana e l'architettura;;
193;Morena A;Polvere-Storia e conseguenze dell'uso dello amianto ai cantieri navali di Monfalcone;;
194;Morena A;Polvere-Storia e conseguenze dell'uso dello amianto ai cantieri navali di Monfalcone;;
195;AA.VV.;Voci di donna;;
196;AA.VV.;Voci di donna;;
197;AA.VV.;Voci di donna;;
198;AA.VV.;Voci di donna;;
199;AA.VV.;Voci di donna;;
200;AA.VV.;Voci di donna;;
201;AA.VV.;Voci di donna;;
202;AA.VV.;Voci di donna;;
203;AA.VV.;Voci di donna;;
204;AA.VV.;Voci di donna;;
205;AA.VV.;Voci di donna;;
206;Foramitti P.;Napoleone e Campoformido-1797;;
207;Foramitti P.;Napoleone e Campoformido-1797;;
208;Zucco M. ;Fiori de ben;;
209;Tassin F.;L'istruzione popolare e gli Asburgo- La contea di Gorizia e Gradisca (1774- 1855 );;
210;Tassin F.;L'istruzione popolare e gli Asburgo- La contea di Gorizia e Gradisca (1774- 1855 );;
211;Del Ben G. F.;Notizie storiche e geografiche della Desena e del territorio della terra di Monfalcone;;
212;Panariti L.;Fili di vita- Percorsi di lavoro femminile nel Goriziano tra Settecento e Novecento;;
213;Panariti L.;Fili di vita- Percorsi di lavoro femminile nel Goriziano tra Settecento e Novecento;;
214;Panariti L.;Fili di vita- Percorsi di lavoro femminile nel Goriziano tra Settecento e Novecento;;
215;Panariti L.;Fili di vita- Percorsi di lavoro femminile nel Goriziano tra Settecento e Novecento;;
216;Panariti L.;Fili di vita- Percorsi di lavoro femminile nel Goriziano tra Settecento e Novecento;;
217;Panariti L.;Fili di vita- Percorsi di lavoro femminile nel Goriziano tra Settecento e Novecento;;
218;Panariti L.;Fili di vita- Percorsi di lavoro femminile nel Goriziano tra Settecento e Novecento;;
219;Panariti L.;Fili di vita- Percorsi di lavoro femminile nel Goriziano tra Settecento e Novecento;;
220;Panariti L.;Fili di vita- Percorsi di lavoro femminile nel Goriziano tra Settecento e Novecento;;
221;Crico Ivan;Di fiamma e d'ombra.;;
222;Kugy Julius;Dalla vita di un alpinista.;;
223;Cumpeta Silvio;"Da"" Stazione e moto della signora"" (poesie)";;
224;Cumpeta Silvio;Accostanze oltranze;;
225;Ass. Culturale Bisiaca;Bisiacaria. Numero unico 1998.;;
226;Ass. Culturale Bisiaca;Bisiacaria. Numero unico 1998.;;
227;Ass. Culturale Bisiaca;Bisiacaria. Numero unico 1999.;;
228;AA.VV.;Archeografo triestino;;
229;Leghissa Angelo;"Recensione de ""Il trono di legno"" di Carlo Sgorlon";;
230;Leghissa Angelo;"Recensione de ""Il trono di legno"" di Carlo Sgorlon";;
231;Leghissa Angelo;"Recensione de ""Il trono di legno"" di Carlo Sgorlon";;
232;Leghissa Angelo;"Recensione de ""Il trono di legno"" di Carlo Sgorlon";;
233;Leghissa Angelo;"Recensione de ""Il trono di legno"" di Carlo Sgorlon";;
234;Leghissa Angelo;"Recensione de ""Il trono di legno"" di Carlo Sgorlon";;
235;Treu Pietro (a cura di);Moggio e le sue valli pamphlet postumo;;
236;Voghera Guido;Pamphlet postumo;;
237;AA.VV.;S.E.Monsignor Giovanni Giacinto Ambrosi;;
238;Cervani Giulio;La borghesia triestina nell'età del Risorgimento;;
239;AA.VV.;Nella fucina delle parole;;
240;Cumpeta Silvio;Il tramonto dell’ira;;
241;AA.VV.;Lunarietto giuliano 1998;;
242;Spangher Luciano;Gorizia e il Convento e la Chiesa di San France­sco dei frati minori conventuali;;
243;De Castro Diego;La questione di Trieste (2 volumi);;
244;Morelli di Schonfeld C.;Istoria della Contea di Gorizia (4 volumi);;
245;Kandler Pietro;Storia del Consiglio dei Patrizi di Trieste dall'anno 1382 all'anno 1809 con documenti;;
246;Miotti Tito;Castelli del Friuli ( vol.II-III-IV-V );;
247;AA.VV.;Risiera di San Sabba-Comune di Trieste;;
248;AA.VV.;Gli affreschi della chiesa di S.Stefano a Vermegliano;;
249;I.R.S.M.L.F.V.G.;Friuli e Venezia Giulia –Storia del’900;;
250;Bonelli A.;Fra Stalin e Tito;;
251;AA.VV.;Scuola e guerra fredda;;
252;I.R.S.M.L.F.V.G.;Quale storia;;
253;Patat Luciano;Terra di frontiera;;
254;Baissero Pio G.;Theatrum Europae;;
255;AA.VV.;Studio sullo sviluppo del polo universitario di Gorizia-Nova Gorica;;
256;Talbot Rice;L’arte bizantina;;
257;AA.VV.;I laghi carsici-flora e fauna;;
258;AA.VV.;laghi carsici-flora e fauna;;
259;AA.VV.;Il litorale monfalconese e la foce dell’Isonzo- flora e fauna;;
260;AA.VV.;Il litorale monfalconese e la foce dell’Isonzo- flora e fauna;;
261;;;;
262;Duca Renato;Trasportare le acque ;;
263;AA.VV. ;Raccontare il confine ;;
264;Bozzini La Stella M.;Corderie e velerie nella Trieste del Settecento ;;
265;Cergna Maria C.;Il diario della peste di Giovanna Maria Marusig;;
266;Cavazza Silvano ( a cura di);Da Ottone III a Massimiliano I ;;
267;Brancati M.;L'organizzazione scolastica nella contea principesca di Gorizia e Gradisca dal 1615 al 1915 ;;
268;De Leitenburg E.;Sull'orlo della foiba ;;
269;Pacori S.;Dai campi di battaglia della grande guerra;;
270;AA.VV.;Gorizia e dintorni ;;
271;Ragogna Gabriele ( a cura di);Cheel uuarp chu za chianta chun grec latin;;
272;Sgorlon C.;Prime di sere 1 ;;
273;Mazzon I.;Di là de ret 2 ;;
274;Pauluzzo N.;Il Bintar 3 ;;
275;Forte M.;Cjase di Dalban 4 ;;
276;Franco L.;Morire di miniera ;;
277;Angelini T.;Di prodigi segreti ;;
278;Cisilino W. ( a cura di );Friulano lingua viva;;
279;AA.VV.;Donne di frontiera 1;;
280;AA.VV.;Donne di frontiera 2;;
281;Enti Vari;Atlante storico della lotta di liberazione nel Friuli Venezia Giulia ;;
282;Mellinato G.;Crescita senza sviluppo (L'economia marittima della Venezia Giulia tra Impero asburgico ed autarchia 1914-1936 ) ;;
283;Fragiacomo Paolo;La grande fabbrica- la piccola città;;
284;;Vito Timmel;;
285;Fragiacomo Silvia;Fabbrica e comunità a Monfalcone/dal sogno alla realtà/ il villaggio del Cantiere/la colonia della Solvay;;
286;AA.VV.;Il Settembre 1943 nell’Isontino e nella regione;;
287;Staccioli Valerio (a cura di);In Cantiere Tecnica Arte Lavoro Ottant’anni di attività nello stabilimento di Monfalcone;;
288;Zoppè L. ;Ville del Friuli e della Venezia Giulia;;
289;Ferin F.;"Il contributo dato dalle donne della ""Osoppo"" alla guerra di liberazione in Friuli ";;
290;AA.VV.;Statuti di Monfalcone;;
291;Polli Gea- Cortese Nino;I graffiti delle Grande Guerra sulle alture di Monfalcone;;
292;Polli Gea- Cortese Nino;I graffiti delle Grande Guerra sulle alture di Monfalcone;;
293;Fragiacomo Silvia;Fabbrica e comunità a Monfalcone/dal sogno alla realtà/ il villaggio del Cantiere/la colonia della Solvay;;
294;AA.VV.;Cantiere di Vetro Monfalcone 1920-1940;;
295;Gaddi Mauro;Monfalcone tra i secoli XV e XVII;;
296;Gaddi Mauro;Monfalcone tra i secoli XV e XVII;;
297;Bianco Furio;Le origini dell’industrializzazione Monfalcone e il territorio;;
298;AA.VV. (a cura di Bressan Marina);Gorizia sotterranea;;
299;Domini Silvio;Staranzano Storia, società e cultura;;
300;Mellinato G.;Crescita senza sviluppo;;
301;Fragiacomo Paolo;La grande fabbrica La piccola città;;
302;;;;
303;Toplikar Giovanni;Porpora e purpurari Sulle tracce dellastoria di San Canzian d’Isonzo;;
304;Vittori Sergio;Fogliano-Polazzo -Redipuglia Storia della mia gente;;
305;AA.VV.;Caccia al tesoro ad aquas gradatas Scopri con le piccole guide i segreti di San Canzian d’Isonzo Progetto della Scuola primaria “Giovanni Pascoli”;;
306;Valcovich Edino e Barillari Diana (a cura di);Fornasir Dante, ingegnere Cervignano del Friuli 1882-1958;;
307;Valcovich Edino e Barillari Diana (a cura di);Fornasir Dante, ingegnere Cervignano del Friuli 1882-1958;;
308;Valcovich Edino e Barillari Diana (a cura di);Fornasir Dante, ingegnere Cervignano del Friuli 1882-1958;;
309;Michelin Corinna e Pizzamiglio Tiziano (a cura di);Io sono il Cantiere! Amianto mai più con un racconto inedito di Loriano Macchiavelli;;
310;Michelin Corinna e Pizzamiglio Tiziano (a cura di);Io sono il Cantiere! Amianto mai più con un racconto inedito di Loriano Macchiavelli;;
311;Duca Renato e Cosma Renato;“… andare a mulino…” mulini, mugnai, rogge, risaie nel Monfalconese e zone limitrofe tra XIII e XX secolo;;
312;Apollonio Almerigo;La ripresa economica di Trieste dopo il ritorno degli Asburgo e i suoi protagonisti (1814-1840);;
313;Tatò Grazia (con note storiche di Roberto Spazzali);Trieste, Gorizia e l’Unità d’Italia;;
314;Ferrari Serenella (a cura di);L’ultimo Conte: la vista e la memoria Atti della Giornata di Studi in onore di Guglielmo Coronini Cronberg (1905-1990);;
315;Duca Renato e Cosma Renato;“… andare a mulino…” mulini, mugnai, rogge, risaie nel Monfalconese e zone limitrofe tra XIII e XX secolo;;
316;Duca Renato, Dorsi Marina , Cosma Renato;…Perché li abbiate a goder unitamente in Comun a pascolo e legne…”;;
317;AA.VV.;Concorso organizzato dalla Pro Loco Turriaco 2 edizione;;
318;AA.VV.;Poesia bisiaca in Piazza;;
319;AA.VV.;Concorso organizzato dalla Pro Loco Turriaco 4 edizione;;
320;AA.VV. ;Consorzio Culturale del Monfalconese 3 edizione;;
321;AA.VV. classe IV ALS;“Le avventure di Anna e Mattia”;;
322;AA.VV.;perché Gorizia;;
323;AA.VV.;…perché li abbiate a goder unitamente in comun a pascolo legne…;;
324;Claudia Marcon;Raccontare il paesaggio attraverso l’esperienza e l’azione;;
325;Amando Depetris;Monfalcone e la bisiacaria le immagini raccontano;;
326;Sergio Feudale, Licio Pavan, Italo Santeusanio;Monfalcone ieri, la città attraverso la storia, la forma urbana e l’architettura;;
327;AA.VV.;Casette, Ronchi dei Legionari;;
328;Amedeo Calligaris;Il carso di Ungaretti;;
329;;;;
330;AA.VV.;Nel segno di Klimt;;
331;AA.VV.;Gorizia la Gerusalemme sull’Isonzo;;
332;AA.VV.;Il ponte di Grado (album fotografico);;
333;Maria Grazia Giberna;Gorizia e D’annunzio, uomo poeta soldato;;
334;Anna Cecchini – Carlo Gulin;Sulle tracce di Carlo, antichi percorsi e nuove scoperte nei luoghi di Carlo Michelstaedter;;
335;AA.VV.;Lungo la transalpina, itinerari alla scoperta di sapori, tradizioni e leggende;;
336;AA.VV.;Gorizia millenaria;;
337;Corinna Michelin e Tiziano Pizzamiglio;Io sono il cantiere! Amianto mai più;;
338;Carlo Yriate;Trieste;;
339;Carlo Yriate;Trieste;;
340;Don Gianluca Carrega;La Bibbia;;
341;Mauro Casasola e Ivan Crico;Zonte aggiunte;;
342;Biblioteca dell’Ersa;Gorizia, capitale della sericoltura;;
343;Anna di Gianantonio, Tommaso Montanari, Alessandro Morena e Sara Perini;L’immaginario imprigionato ;;
344;AA.VV.;Storia e memoria di Panzano;;
345;Romano Prodi;Governare l’Italia;;
346;AA.VV.;Il Frintaneum di Vienna e gli alunni del Litorale Austriaco;;
347;Maria Laura Conte;Il frutto della memoria;;
348;A.Ritossa e F.Rocco;Idee a ridosso della Grande Guerra;;
349;Carlo Alberto Borioli;Monfalcone anni quaranta;;
350;AA.VV.;Cultura tedesca nel goriziano;;
351;Pier Silverio Leicht;Storia del Friuli;;
352;Patrizia Sanguineti;Il falco a due teste;;
353;Silvio Domini;Staranzano;;
354;Carlo Schiffrer;La questione etnica ai confini orientali d’Italia;;
355;AA.VV.;L’Isonzo;;
356;AA.VV.;Società, economia e popolazione nel Monfalconese;;
357;AA.VV.;Santi e Martiri nel Friuli e nella Venezia Giulia;;
358;Nino V. Rodaro;Castelli del Friuli e della Venezia Giulia;;
359;Leandro Zoppè;Ville del Friuli e della Venezia Giulia;;
